disease,question,label
epilepsy,What's the usual way to diagnose epilepsy?,epilepsy diagnosis
epilepsy,"How can I find out if I have epilepsy, diagnosis?",epilepsy diagnosis
epilepsy,What tests do doctors use to diagnose epilepsy?,epilepsy diagnosis
epilepsy,How is epilepsy normally diagnosed?,epilepsy diagnosis
epilepsy,"What should I expect when getting tested for epilepsy, diagnosis?",epilepsy diagnosis
epilepsy,Are there any methods for diagnosing epilepsy that I can know about?,epilepsy diagnosis
epilepsy,"What's the best way to find out if I have epilepsy, diagnosis?",epilepsy diagnosis
epilepsy,"How can doctors tell if someone has epilepsy, diagnosis?",epilepsy diagnosis
epilepsy,What are some different ways to diagnose epilepsy?,epilepsy diagnosis
epilepsy,"How would a doctor check for epilepsy, diagnosis?",epilepsy diagnosis
epilepsy,Are there any specific tests for diagnosing epilepsy?,epilepsy diagnosis
epilepsy,What are the ways to prevent epilepsy?,epilepsy prevention
epilepsy,Is it possible to prevent epilepsy?,epilepsy prevention
epilepsy,What measures can be taken for epilepsy prevention?,epilepsy prevention
epilepsy,Can you provide some tips on epilepsy prevention?,epilepsy prevention
epilepsy,What steps should I follow to prevent epilepsy?,epilepsy prevention
epilepsy,What preventive measures can be adopted against epilepsy?,epilepsy prevention
epilepsy,What are some effective prevention strategies for epilepsy?,epilepsy prevention
epilepsy,Can the onset of epilepsy be prevented?,epilepsy prevention
epilepsy,What actions can I take to prevent epilepsy?,epilepsy prevention
epilepsy,Is there a way to prevent the occurrence of epilepsy?,epilepsy prevention
cardiomyopathy,what is cardiomyopathy?,cardiomyopathy definition
cardiomyopathy,Tell me about cardiomyopathy?,cardiomyopathy definition
cardiomyopathy,What kind of disease is cardiomyopathy?,cardiomyopathy definition
cardiomyopathy,Can you elaborate on cardiomyopathy?,cardiomyopathy definition
cardiomyopathy,What can you tell me about cardiomyopathy?,cardiomyopathy definition
cardiomyopathy,Could you describe what cardiomyopathy is?,cardiomyopathy definition
cardiomyopathy,What information do you have on cardiomyopathy?,cardiomyopathy definition
cardiomyopathy,Could you provide information on cardiomyopathy?,cardiomyopathy definition
cardiomyopathy,What are the usual symptoms of cardiomyopathy?,cardiomyopathy symptoms
cardiomyopathy,What are the typical symptoms of cardiomyopathy?,cardiomyopathy symptoms
cardiomyopathy,What symptoms can indicate cardiomyopathy?,cardiomyopathy symptoms
cardiomyopathy,What should I watch for if someone is at risk of cardiomyopathy based on their symptoms?,cardiomyopathy symptoms
cardiomyopathy,What are the common symptoms for cardiomyopathy?,cardiomyopathy symptoms
cardiomyopathy,Could you describe the telltale signs and symptoms of cardiomyopathy?,cardiomyopathy symptoms
cardiomyopathy,"If someone suspects they have cardiomyopathy, what symptoms should they be mindful of?",cardiomyopathy symptoms
cardiomyopathy,Any symptoms that might suggest cardiomyopathy?,cardiomyopathy symptoms
cardiomyopathy,What symptoms are often associated with cardiomyopathy?,cardiomyopathy symptoms
cardiomyopathy,What are the symptoms someone might have if they have cardiomyopathy?,cardiomyopathy symptoms
cardiomyopathy,causes of cardiomyopathy?,cardiomyopathy causes
cardiomyopathy,causes for cardiomyopathy?,cardiomyopathy causes
cardiomyopathy,What causes cardiomyopathy?,cardiomyopathy causes
cardiomyopathy,What is the cause of cardiomyopathy?,cardiomyopathy causes
cardiomyopathy,Can you explain the causes of cardiomyopathy?,cardiomyopathy causes
cardiomyopathy,What are the main causes of cardiomyopathy?,cardiomyopathy causes
cardiomyopathy,What causes the onset of cardiomyopathy?,cardiomyopathy causes
cardiomyopathy,Can you tell me what causes cardiomyopathy?,cardiomyopathy causes
cardiomyopathy,What are the primary causes of cardiomyopathy?,cardiomyopathy causes
cardiomyopathy,How does cardiomyopathy is caused?,cardiomyopathy causes
cardiomyopathy,How is cardiomyopathy caused?,cardiomyopathy causes
cardiomyopathy,What are the potential risk factors associated with cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,Who is most likely to be at risk for cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,What factors could increase my risk of developing cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,What are the known risk factors that contribute to the development of cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,Who is generally considered at risk for contracting cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,What conditions or behaviors might increase the risk of getting cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,What are the common risk factors linked with cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,Who is typically at a higher risk for developing cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,Are there any known risk factors that make someone more susceptible to cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,What are the main risk factors that could lead to cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,Who is generally more at risk for experiencing cardiomyopathy?,cardiomyopathy risks
cardiomyopathy,"How do doctors usually figure out if someone has cardiomyopathy, diagnosis?",cardiomyopathy diagnosis
cardiomyopathy,What's the usual way to diagnose cardiomyopathy?,cardiomyopathy diagnosis
cardiomyopathy,"How can I find out if I have cardiomyopathy, diagnosis?",cardiomyopathy diagnosis
cardiomyopathy,What tests do doctors use to diagnose cardiomyopathy?,cardiomyopathy diagnosis
cardiomyopathy,How is cardiomyopathy normally diagnosed?,cardiomyopathy diagnosis
cardiomyopathy,"What should I expect when getting tested for cardiomyopathy, diagnosis?",cardiomyopathy diagnosis
cardiomyopathy,Are there any methods for diagnosing cardiomyopathy that I can know about?,cardiomyopathy diagnosis
cardiomyopathy,"What's the best way to find out if I have cardiomyopathy, diagnosis?",cardiomyopathy diagnosis
cardiomyopathy,"How can doctors tell if someone has cardiomyopathy, diagnosis?",cardiomyopathy diagnosis
cardiomyopathy,What are some different ways to diagnose cardiomyopathy?,cardiomyopathy diagnosis
cardiomyopathy,"How would a doctor check for cardiomyopathy, diagnosis?",cardiomyopathy diagnosis
cardiomyopathy,Are there any specific tests for diagnosing cardiomyopathy?,cardiomyopathy diagnosis
cardiomyopathy,What are the ways to prevent cardiomyopathy?,cardiomyopathy prevention
cardiomyopathy,Is it possible to prevent cardiomyopathy?,cardiomyopathy prevention
cardiomyopathy,What measures can be taken for cardiomyopathy prevention?,cardiomyopathy prevention
cardiomyopathy,Can you provide some tips on cardiomyopathy prevention?,cardiomyopathy prevention
cardiomyopathy,What steps should I follow to prevent cardiomyopathy?,cardiomyopathy prevention
cardiomyopathy,What preventive measures can be adopted against cardiomyopathy?,cardiomyopathy prevention
cardiomyopathy,What are some effective prevention strategies for cardiomyopathy?,cardiomyopathy prevention
cardiomyopathy,Can the onset of cardiomyopathy be prevented?,cardiomyopathy prevention
cardiomyopathy,What actions can I take to prevent cardiomyopathy?,cardiomyopathy prevention
cardiomyopathy,Is there a way to prevent the occurrence of cardiomyopathy?,cardiomyopathy prevention
chronic kidney failure,what is chronic kidney failure?,chronic kidney failure definition
chronic kidney failure,Tell me about chronic kidney failure?,chronic kidney failure definition
chronic kidney failure,What kind of disease is chronic kidney failure?,chronic kidney failure definition
chronic kidney failure,Can you elaborate on chronic kidney failure?,chronic kidney failure definition
chronic kidney failure,What can you tell me about chronic kidney failure?,chronic kidney failure definition
chronic kidney failure,Could you describe what chronic kidney failure is?,chronic kidney failure definition
chronic kidney failure,What information do you have on chronic kidney failure?,chronic kidney failure definition
chronic kidney failure,Could you provide information on chronic kidney failure?,chronic kidney failure definition
chronic kidney failure,What are the usual symptoms of chronic kidney failure?,chronic kidney failure symptoms
chronic kidney failure,What are the typical symptoms of chronic kidney failure?,chronic kidney failure symptoms
chronic kidney failure,What symptoms can indicate chronic kidney failure?,chronic kidney failure symptoms
chronic kidney failure,What should I watch for if someone is at risk of chronic kidney failure based on their symptoms?,chronic kidney failure symptoms
chronic kidney failure,What are the common symptoms for chronic kidney failure?,chronic kidney failure symptoms
chronic kidney failure,Could you describe the telltale signs and symptoms of chronic kidney failure?,chronic kidney failure symptoms
chronic kidney failure,"If someone suspects they have chronic kidney failure, what symptoms should they be mindful of?",chronic kidney failure symptoms
chronic kidney failure,Any symptoms that might suggest chronic kidney failure?,chronic kidney failure symptoms
